city,city_id,lat,line,lon,station
Харьков,135,49.966262,Холодногорско-Заводская,36.321187,Маршала Жукова
Харьков,135,49.961852,Холодногорско-Заводская,36.342926,Советской армии
Харьков,135,49.958526,Холодногорско-Заводская,36.359787,Имени А. С. Масельского
Харьков,135,49.952614,Холодногорско-Заводская,36.37876,Тракторный завод
Харьков,135,49.946562,Холодногорско-Заводская,36.399062,Пролетарская
Харьков,135,50.025398,Салтовская линия,36.336287,Героев труда
Харьков,135,50.017683,Салтовская линия,36.329972,Студенческая
Харьков,135,50.008965,Салтовская линия,36.317755,Академика Павлова
Харьков,135,50.002313,Салтовская линия,36.304092,Академика Барабашова
Харьков,135,50.001213,Салтовская линия,36.270279,Киевская
Харьков,135,50.003685,Салтовская линия,36.247489,Пушкинская
Харьков,135,50.004501,Салтовская линия,36.233781,Университет
Харьков,135,49.992926,Салтовская линия,36.231211,Исторический музей
Харьков,135,50.0496,Алексеевская,36.20666,Алексеевская
Харьков,135,50.035524,Алексеевская,36.220279,23 Августа
Харьков,135,50.026659,Алексеевская,36.222938,Ботанический сад
Харьков,135,50.013,Алексеевская,36.226962,Научная
Харьков,135,50.004797,Алексеевская,36.231571,Госпром
Харьков,135,49.998966,Алексеевская,36.240518,Архитектора Бекетова
Харьков,135,49.988652,Алексеевская,36.264808,Площадь Восстания
Харьков,135,49.978915,Алексеевская,36.262823,Метростроителей имени Ващенко
Алматы,160,43.271201,Первая,76.9448,Райымбек батыра
Алматы,160,43.260199,Первая,76.946103,Жибек Жолы
Алматы,160,43.251295,Первая,76.945456,Алмалы
Алматы,160,43.242548,Первая,76.949588,Абая
Алматы,160,43.240401,Первая,76.927696,Байконур
Алматы,160,43.240362,Первая,76.917519,Драмтеатр имени Ауэзова
Алматы,160,43.239041,Первая,76.897612,Алатау
Алматы,160,43.2362,Первая,76.8764,Сайран
Алматы,160,43.23,Первая,76.867,Москва
Минск,1002,53.945348,Московская,27.68782,Уручье
Минск,1002,53.938506,Московская,27.665865,Борисовский тракт
Минск,1002,53.934509,Московская,27.651483,Восток
Минск,1002,53.927978,Московская,27.627812,Московская
Минск,1002,53.924214,Московская,27.613646,Парк Челюскинцев
Минск,1002,53.92187,Московская,27.599066,Академия наук
Минск,1002,53.915369,Московская,27.583265,Площадь Якуба Коласа
Минск,1002,53.908644,Московская,27.575054,Площадь Победы
Минск,1002,53.901562,Московская,27.561068,Октябрьская
Минск,1002,53.893875,Московская,27.548015,Площадь Ленина
Минск,1002,53.885899,Московская,27.538852,Институт Культуры
Минск,1002,53.88669,Московская,27.514786,Грушевка
Минск,1002,53.876664,Московская,27.49691,Михалово
Минск,1002,53.86458,Московская,27.485807,Петровщина
Минск,1002,53.849722,Московская,27.474722,Малиновка
Минск,1002,53.90683,Автозаводская,27.437558,Каменная Горка
Минск,1002,53.906236,Автозаводская,27.453916,Кунцевщина
Минск,1002,53.908501,Автозаводская,27.48083,Спортивная
Минск,1002,53.909519,Автозаводская,27.495499,Пушкинская
Минск,1002,53.906527,Автозаводская,27.521308,Молодежная
Минск,1002,53.905286,Автозаводская,27.539328,Фрунзенская
Минск,1002,53.905615,Автозаводская,27.55415,Немига
Минск,1002,53.901408,Автозаводская,27.561247,Купаловская
Минск,1002,53.893763,Автозаводская,27.570167,Первомайская
Минск,1002,53.88972,Автозаводская,27.585466,Пролетарская
Минск,1002,53.890033,Автозаводская,27.614374,Тракторный завод
Минск,1002,53.87582,Автозаводская,27.628998,Партизанская
Минск,1002,53.868945,Автозаводская,27.648788,Автозаводская
Минск,1002,53.861862,Автозаводская,27.674381,Могилевская
