apart_id,author_id,date,review
12179168,56293738,2016-05-07T00:49:28Z,Гостеприимный хозяин!
12925790,45038621,2017-03-01T02:27:39Z,"Мне все понравилось) Очень удобно расположено, и при этом в спальном районе. Тоесть тишина) Ребята работают хорошие, доброжелательные , отзывчивые) Всем спасибо "
12925790,29329332,2016-10-17T04:57:12Z,"Отличное место! Современно, комфортно, чисто, в центре города. Есть все необходимое и даже больше. При этом (что для меня важно),нет ощущения, что ты кому-то мешаешь - ребята дружелюбны, расслаблены и при этом всегда готовы помочь. Буду останавливаться и всем друзьям советовать!Спасибо!"
15030320,78535554,2016-09-27T01:32:48Z,"有一种家的感觉,很温馨,干净、优雅、热情,强烈推荐!!!"
13853065,109630140,2017-01-09T03:41:54Z,Так чисто что супер пупер 
13853065,85106524,2016-08-09T04:10:27Z,"房子很大,所有設備一應倶全,而且廁所十分乾淨"
12923926,22451252,2016-08-25T05:47:57Z,"Дружелюбная хозяйка, жилье полностью соответствует описанию, хорошее расположение.Всё понравилось!Спасибо!"
12923926,90373310,2016-08-20T03:05:23Z,"Действительно отличное расположение-самый центр города! Все общие места очень чистые,все аккуратно,везде прибрано. Очень отзывчивый персонал. В Новосибирске первый раз,но вернуться хочется именно из-за людей-добрых,приветливых. Всем рекомендую. Кстати,в хостеле я жил первый раз и все было супер!"
12923926,14189664,2016-08-14T02:48:11Z,Все было шикарно. Спасибо.
12179168,56293738,2016-05-07T00:49:28Z,Гостеприимный хозяин!
12391825,87085981,2017-03-29T02:13:00Z,"Anna's place is lovely and in a great location, very close to the ballet/ opera. Though my visit was brief Anna made me feel very welcome and was a great host- she very kindly accommodated my early arrival and arranged a vaccine for me. She also let me keep my bag at her house for the day as I had a late train. Thanks very much Anna!"
12391825,112039683,2017-03-26T03:17:11Z,"Perfect location for a couple of nights stopover.  Easily accessed from train station, clean, walking distance to all the sights and a lovely host :-) "
12391825,76500033,2016-07-07T04:43:10Z,"Хочется сказать большое спасибо Анне за гостеприимство, она просто потрясающая хозяйка! Внимательна и заботлива, к тому же с хорошим чувством юмора, с каким бы вопросом не обращались, она всегда помогала. 
Комната соответствует описанию 100%, мы чувствовали себя как дома! "
12391825,7417834,2016-07-02T05:11:06Z,"Благодарен Анне за гостеприимство! Она очень добрая, отзывчивая и радушная хозяйка! Квартира полностью соответствует описанию, я чувствовал себя, как дома! "
12391825,49009771,2016-06-13T05:10:22Z,"Очень хорошая комната,Все есть, хороший ремонт, чисто, уютно. Мне все понравилось!"
12391825,71757284,2016-05-25T09:21:23Z,"I really enjoyed my time in Kazan.
The apartment was basic and it was 20 minutes walk to the city centre which I liked.

The hosts made it really easy for me to relax and enjoy myself.
They picks me up from the train station and dropped me off when it was my time to leave, which I am very grateful of.
Thanks again"
9223567,36212838,2016-08-23T10:38:14Z,The host canceled this reservation 12 days before arrival. This is an automated posting.
9223567,26447177,2016-04-26T02:42:51Z,"Staff was very friendly and helpful.
Hostel was clean and comfy. 
Everything you with from hostel. And very easy to find which is another plus.
"
9223567,51130484,2016-01-06T15:28:52Z,깨끗하고 친절함. 택시타고 공항까지 5분거리. 새벽출발이었는데 그전에 일어나서 깨워주고 택시불러줌.
12391825,87085981,2017-03-29T02:13:00Z,"Anna's place is lovely and in a great location, very close to the ballet/ opera. Though my visit was brief Anna made me feel very welcome and was a great host- she very kindly accommodated my early arrival and arranged a vaccine for me. She also let me keep my bag at her house for the day as I had a late train. Thanks very much Anna!"
12391825,112039683,2017-03-26T03:17:11Z,"Perfect location for a couple of nights stopover.  Easily accessed from train station, clean, walking distance to all the sights and a lovely host :-) "
12391825,76500033,2016-07-07T04:43:10Z,"Хочется сказать большое спасибо Анне за гостеприимство, она просто потрясающая хозяйка! Внимательна и заботлива, к тому же с хорошим чувством юмора, с каким бы вопросом не обращались, она всегда помогала. 
Комната соответствует описанию 100%, мы чувствовали себя как дома! "
12391825,7417834,2016-07-02T05:11:06Z,"Благодарен Анне за гостеприимство! Она очень добрая, отзывчивая и радушная хозяйка! Квартира полностью соответствует описанию, я чувствовал себя, как дома! "
12391825,49009771,2016-06-13T05:10:22Z,"Очень хорошая комната,Все есть, хороший ремонт, чисто, уютно. Мне все понравилось!"
12391825,71757284,2016-05-25T09:21:23Z,"I really enjoyed my time in Kazan.
The apartment was basic and it was 20 minutes walk to the city centre which I liked.

The hosts made it really easy for me to relax and enjoy myself.
They picks me up from the train station and dropped me off when it was my time to leave, which I am very grateful of.
Thanks again"
17591875,120035560,2017-03-19T04:05:03Z,"Наилучший вариант из имеющихся по соотношению качества и стоимости. Самый центр города - до центральной площади всего 10 минут пешком. В противоположную сторону к железнодорожному вокзалу 5 минут пешком. При этом дом стоит внутри квартала, поэтому транспорт совсем не слышно. Хозяйка замечательная позитивная женщина.В квартире  есть все необходимое для полноценного отдыха.А демократичная обстановка вполне соответствует низкой стоимости этого варианта. "
7447453,50288503,2016-10-16T03:56:27Z,Очень доброжелательные хозяева. Подсказали много интересных мест в городе и помогли добраться до вокзала. 
7447453,24417204,2016-08-29T04:36:49Z,"Lesya is very helpful and communicative host, she helped us a lot with our travelling arrangements through Russia and she showed us around Novosibirsk, which was very pleasant.

The appartment is spacious, but cleaning could be done more often."
9158922,5025151,2016-11-18T05:20:56Z,"Мне понравилась поездка. Лиза очень приятная и гостеприимная женщина, которая  меня радушно приняла. Дом удобно расположен, в центре Новосибирска. Комната конфортная. Безусловно рекомендую дом Лизы другим гостям. "
15626427,49244038,2017-01-06T03:24:45Z,"Всё было хорошо, интернет быстрый, вся техника работает.
Ярослав встретил меня в аэропорту и отвез в аэропорт."
15626427,87178302,2016-11-08T03:34:01Z,"Ярослав был гостеприимен. Жилье соответствует описанию. 
Район понравился, прекрасный вид из окна."
